Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
OR28648,EAST,Home,3/13/2022,3/16/2022,3/23/2022,Standard,114.0,Delivered,7
OR28649,West,Electronics,7/18/2025,7/21/2025,7/28/2025,Express,241.0,Delivered,7
OR28650,North,Sports,1/26/2022,1/27/2022,2/3/2022,Express,198.0,Delivered,7
OR28651,Central,Sports,3/8/2023,3/8/2023,3/15/2023,Standard,147.0,Delivered,7
OR28652,Central,Grocery,9/4/2023,9/5/2023,9/13/2023,Same Day,318.0,Delivered,8
OR28653,East,Electronics,4/7/2025,4/9/2025,4/18/2025,Standard,120.0,Delivered,9
OR28654,Central,Fashion,6/25/2025,6/30/2025,7/10/2025,Express,157.0,Delivered,10
OR28655,North,Beauty,12/27/2024,12/31/2024,1/10/2025,Express,210.0,Delivered,10
OR28656,East,Sports,2/4/2024,2/5/2024,2/11/2024,Standard,85.0,Delayed,6
OR28657,South,Fashion,9/18/2023,9/19/2023,9/22/2023,Standard,102.0,Delayed,3
OR28658,Central,Beauty,5/20/2022,5/22/2022,5/25/2022,Standard,52.0,Delivered,3
OR28659,West,Grocery,3/10/2023,3/14/2023,3/24/2023,Express,177.0,Delayed,10
OR28660,North,Beauty,5/16/2023,5/20/2023,5/27/2023,Standard,138.0,Delivered,7
OR28661,North,Grocery,7/22/2022,7/23/2022,8/2/2022,Express,233.0,Delivered,10
OR28662,Central,Beauty,2/22/2022,2/25/2022,3/4/2022,Express,174.0,Returned,7
OR28663,South,Grocery,1/19/2024,1/22/2024,1/28/2024,Standard,93.0,Delivered,6
OR28664,West,Home,4/16/2025,4/18/2025,4/28/2025,Standard,98.0,Delivered,10
OR28665,South,Grocery,1/10/2024,1/15/2024,1/18/2024,Express,238.0,Delivered,3
OR28666,South,Fashion,1/30/2024,1/30/2024,2/8/2024,Express,227.0,Delayed,9
OR28667,Central,Home,10/1/2024,10/6/2024,10/15/2024,Express,111.0,Delivered,9
OR28668,West,Fashion,2/19/2023,2/21/2023,3/2/2023,Standard,82.0,Delivered,9
OR28669,Central,Beauty,2/9/2024,2/11/2024,2/16/2024,Standard,148.0,Delivered,5
OR28670,Central,Grocery,8/14/2023,8/17/2023,8/25/2023,Standard,91.0,Returned,8
OR28671,North,Home,8/25/2025,8/29/2025,9/2/2025,Standard,70.0,Delivered,4
OR28672,Central,Beauty,12/17/2023,12/19/2023,12/23/2023,Express,223.0,Delivered,4
OR28673,East,Electronics,5/18/2025,5/18/2025,5/20/2025,Same Day,262.0,Delivered,2
OR28674,West,Grocery,8/20/2024,8/25/2024,9/3/2024,Standard,81.0,Delivered,9
OR28675,North,Home,10/10/2025,10/15/2025,10/21/2025,Same Day,222.0,Delivered,6
OR28676,West,Beauty,4/22/2025,4/22/2025,4/25/2025,Express,104.0,Delivered,3
OR28677,North,Home,6/10/2022,6/14/2022,6/20/2022,Standard,130.0,Delivered,6
OR28678,East,Home,6/8/2022,6/12/2022,6/16/2022,Standard,$ 93.00,Delivered,4
OR28679,Central,Sports,3/28/2023,3/31/2023,4/4/2023,Standard,,Delivered,4
OR28680,North,Home,10/6/2022,10/11/2022,10/17/2022,Standard,125.0,Delivered,6
OR28681,North,Electronics,4/11/2022,4/16/2022,4/21/2022,Standard,148.0,Delivered,5
OR28682,North,Grocery,6/22/2022,6/23/2022,7/1/2022,Standard,75.0,Delivered,8
OR28683,East,Grocery,2/6/2025,2/7/2025,2/12/2025,Standard,51.0,Delivered,5
OR28684,West,Grocery,10/15/2025,10/18/2025,10/22/2025,Standard,90.0,Delivered,4
OR28685,East,Home,10/28/2025,11/1/2025,11/3/2025,Express,173.0,Delivered,2
OR28686,North,Grocery,6/7/2025,6/7/2025,6/16/2025,Standard,133.0,Delivered,9
OR28687,North,Electronics,10/30/2024,11/2/2024,11/6/2024,Standard,118.0,Delayed,4
OR28688,Central,Sports,5/15/2023,5/17/2023,5/23/2023,Standard,99.0,Delivered,6
OR28689,East,Electronics,8/10/2022,8/15/2022,8/19/2022,Standard,85.0,Delivered,4
OR28690,East,Sports,5/2/2022,5/3/2022,5/9/2022,Standard,77.0,Delivered,6
OR28691,South,Grocery,10/11/2022,10/15/2022,10/25/2022,Same Day,398.0,Delivered,10
OR28692,West,Beauty,1/8/2025,1/13/2025,1/15/2025,Standard,108.0,Delivered,2
OR28693,South,Fashion,4/27/2022,4/27/2022,5/7/2022,Express,235.0,Delivered,10
OR28694,South,Sports,5/29/2024,5/31/2024,6/5/2024,Standard,133.0,Delivered,5
OR28695,West,Electronics,5/4/2025,5/6/2025,5/11/2025,Standard,96.0,Delivered,5
OR28696,Central,Electronics,6/19/2023,6/20/2023,6/23/2023,Standard,72.0,Delivered,3
OR28697,Central,Beauty,12/26/2022,12/27/2022,1/5/2023,Standard,66.0,Delivered,9
OR28698,West,Fashion,9/9/2022,9/14/2022,9/18/2022,Standard,105.0,Delivered,4
OR28699,West,Sports,7/7/2024,7/8/2024,7/11/2024,Standard,92.0,Delayed,3
OR28700,East,Sports,3/10/2023,3/10/2023,3/17/2023,Standard,60.0,Delivered,7
OR28701,East,Electronics,8/14/2023,8/18/2023,8/20/2023,Standard,87.0,Delivered,2
OR28702,East,Sports,3/18/2022,3/19/2022,3/21/2022,Standard,101.0,Delivered,2
OR28703,East,Fashion,2/8/2024,2/12/2024,2/17/2024,Express,197.0,Delivered,5
OR28704,North,Sports,6/20/2023,6/20/2023,6/23/2023,Standard,123.0,Delivered,3
OR28705,North,Sports,3/4/2023,3/8/2023,3/11/2023,Express,107.0,Delivered,3
OR28706,Central,Fashion,7/31/2023,7/31/2023,8/4/2023,Standard,80.0,Delivered,4
OR28707,North,Grocery,8/17/2025,8/19/2025,8/26/2025,Standard,65.0,Delivered,7
OR28708,North,Sports,5/13/2023,5/13/2023,5/15/2023,Same Day,332.0,Delivered,2
OR28709,East,Beauty,12/31/2022,1/5/2023,1/8/2023,Same Day,388.0,Delayed,3
OR28710,East,Electronics,7/22/2024,7/26/2024,7/30/2024,Standard,61.0,Delivered,4
OR28711,West,Home,7/3/2022,7/7/2022,7/16/2022,Standard,131.0,Delivered,9
OR28712,East,Electronics,6/28/2022,6/29/2022,7/4/2022,Standard,120.0,Delivered,5
OR28713,West,Beauty,10/13/2022,10/15/2022,10/21/2022,Standard,84.0,Delivered,6
OR28714,West,Electronics,9/27/2024,9/30/2024,10/5/2024,Standard,129.0,Delivered,5
OR28715,North,Grocery,6/15/2025,6/15/2025,6/20/2025,Standard,87.0,Delivered,5
OR28716,East,Grocery,2/25/2023,2/28/2023,3/3/2023,Standard,110.0,Delivered,3
OR28717,North,Electronics,12/21/2023,12/26/2023,1/5/2024,Express,177.0,Delivered,10
OR28718,East,Sports,3/18/2025,3/18/2025,3/24/2025,Standard,107.0,Delivered,6
OR28719,North,Electronics,8/14/2022,8/19/2022,8/26/2022,Standard,62.0,Delivered,7
OR28720,North,Beauty,4/17/2024,4/22/2024,4/30/2024,Same Day,332.0,Delivered,8
OR28721,North,Sports,1/16/2024,1/16/2024,1/24/2024,Express,224.0,Delivered,8
OR28722,Central,Fashion,2/24/2025,2/26/2025,3/7/2025,Same Day,317.0,Delivered,9
OR28723,North,Fashion,8/5/2023,8/6/2023,8/14/2023,Express,156.0,Delivered,8
OR28724,South,Grocery,10/8/2023,10/10/2023,10/19/2023,Standard,95.0,Delivered,9
OR28725,South,Home,4/14/2024,4/17/2024,4/27/2024,Same Day,306.0,Delivered,10
OR28726,South,Home,1/31/2024,2/3/2024,2/8/2024,Standard,139.0,Delivered,5
OR28727,West,Beauty,12/3/2024,12/3/2024,12/5/2024,Express,106.0,Delayed,2
OR28728,North,Grocery,3/30/2024,3/31/2024,4/2/2024,Standard,147.0,Delivered,2
OR28729,South,Fashion,9/25/2025,9/29/2025,10/7/2025,Standard,95.0,Delivered,8
OR28730,West,Grocery,1/9/2024,1/13/2024,1/17/2024,Standard,50.0,Delivered,4
OR28731,South,Fashion,3/25/2023,3/26/2023,3/31/2023,Express,237.0,Delivered,5
OR28732,East,Sports,12/9/2025,12/14/2025,12/23/2025,Standard,68.0,Delivered,9
OR28733,Central,Beauty,9/10/2022,9/10/2022,9/19/2022,Same Day,246.0,Delivered,9
OR28734,North,Fashion,8/31/2024,9/5/2024,9/14/2024,Express,247.0,Delivered,9
OR28735,Central,Fashion,3/8/2022,3/12/2022,3/18/2022,Standard,128.0,Returned,6
OR28736,Central,Fashion,2/3/2024,2/8/2024,2/16/2024,Standard,144.0,Delivered,8
OR28737,East,Home,9/21/2025,9/26/2025,10/3/2025,Express,100.0,Delivered,7
OR28738,East,Fashion,4/7/2023,4/7/2023,4/17/2023,Express,194.0,Delivered,10
OR28739,East,Electronics,5/4/2023,5/9/2023,5/15/2023,Express,185.0,Delivered,6
OR28740,West,Sports,2/19/2024,2/21/2024,2/24/2024,Standard,79.0,Delivered,3
OR28741,South,Home,3/7/2022,3/10/2022,3/14/2022,Express,127.0,Delivered,4
OR28742,North,Electronics,4/11/2024,4/12/2024,4/14/2024,Standard,111.0,Returned,2
OR28743,East,Home,10/26/2022,10/28/2022,10/30/2022,Standard,71.0,Delivered,2
OR28744,North,Home,5/27/2024,5/31/2024,6/2/2024,Standard,96.0,Delivered,2
OR28745,North,Electronics,3/20/2023,3/25/2023,4/1/2023,Standard,120.0,Delivered,7
OR28746,North,Grocery,9/8/2025,9/10/2025,9/16/2025,Standard,124.0,Delivered,6
OR28747,East,Beauty,9/18/2025,9/20/2025,9/30/2025,Standard,119.0,Delivered,10
OR28748,East,Beauty,11/20/2024,11/24/2024,12/1/2024,Express,166.0,Delivered,7
OR28749,South,Beauty,6/17/2022,6/19/2022,6/23/2022,Standard,128.0,Delivered,4
OR28750,East,Grocery,4/15/2022,4/16/2022,4/18/2022,Standard,146.0,Delayed,2
OR28751,East,Fashion,4/19/2024,4/23/2024,4/26/2024,Express,105.0,Delivered,3
OR28752,North,Electronics,1/22/2022,1/26/2022,2/1/2022,Standard,92.0,Delivered,6
OR28753,South,Fashion,1/31/2024,1/31/2024,2/6/2024,Express,105.0,Delivered,6
OR28754,Central,Beauty,2/22/2025,2/27/2025,3/6/2025,Standard,53.0,Delivered,7
OR28755,East,Grocery,12/21/2023,12/25/2023,1/4/2024,Same Day,266.0,Delayed,10
OR28756,East,Electronics,9/18/2024,9/23/2024,10/3/2024,Express,81.0,Delivered,10
OR28757,Central,Electronics,12/13/2025,12/17/2025,12/24/2025,Same Day,394.0,Delivered,7
OR28758,North,Electronics,4/10/2022,4/13/2022,4/22/2022,Express,243.0,Delayed,9
OR28759,South,Fashion,12/6/2023,12/6/2023,12/14/2023,Standard,101.0,Delivered,8
OR28760,North,Home,2/3/2024,2/4/2024,2/14/2024,Standard,85.0,Delivered,10
OR28761,West,Home,9/12/2025,9/14/2025,9/16/2025,Standard,116.0,Delivered,2
OR28762,East,Beauty,12/28/2025,12/31/2025,1/7/2026,Express,162.0,Delivered,7
OR28763,West,Home,2/9/2022,2/14/2022,2/16/2022,Express,153.0,Delivered,2
OR28764,East,Electronics,10/23/2025,10/23/2025,11/1/2025,Express,118.0,Delivered,9
OR28765,West,Grocery,4/22/2024,4/26/2024,5/4/2024,Standard,130.0,Delayed,8
OR28766,Central,Fashion,6/7/2023,6/11/2023,6/18/2023,Standard,139.0,Delivered,7
OR28767,East,Fashion,8/30/2024,8/30/2024,9/3/2024,Standard,98.0,Delivered,4
OR28768,East,Grocery,11/30/2024,11/30/2024,12/8/2024,Express,162.0,Delivered,8
OR28769,West,Home,1/4/2022,1/7/2022,1/13/2022,Standard,105.0,Delivered,6
OR28770,South,Beauty,10/23/2024,10/26/2024,10/28/2024,Express,229.0,Delivered,2
OR28771,West,Sports,1/11/2023,1/14/2023,1/17/2023,Standard,118.0,Delivered,3
OR28772,East,Grocery,4/21/2024,4/21/2024,4/27/2024,Express,201.0,Returned,6
OR28773,East,Home,5/5/2025,5/5/2025,5/13/2025,Express,125.0,Delivered,8
OR28774,South,Electronics,4/23/2024,4/26/2024,5/6/2024,Standard,83.0,Delivered,10
OR28775,North,Grocery,6/11/2022,6/14/2022,6/18/2022,Standard,112.0,Delivered,4
OR28776,South,Home,8/11/2023,8/11/2023,8/17/2023,Standard,129.0,Delivered,6
OR28777,north,Fashion,10/21/2022,10/25/2022,11/4/2022,Standard,149.0,Delivered,10
OR28778,East,Sports,9/26/2025,9/29/2025,10/9/2025,Express,171.0,Delayed,10
OR28779,Central,Sports,10/24/2024,10/27/2024,10/31/2024,Standard,145.0,Delivered,4
OR28780,Central,Sports,11/2/2025,11/2/2025,11/8/2025,Standard,53.0,Delivered,6
OR28781,West,Home,8/24/2024,8/25/2024,9/2/2024,Express,155.0,Delivered,8
OR28782,South,Home,8/19/2025,8/20/2025,8/30/2025,Express,200.0,Delivered,10
OR28783,South,Electronics,2/15/2023,2/18/2023,2/24/2023,Standard,58.0,Delayed,6
OR28784,Central,Sports,2/4/2025,2/9/2025,2/12/2025,Express,205.0,Delivered,3
OR28785,North,Fashion,7/31/2025,8/2/2025,8/7/2025,Same Day,203.0,Delayed,5
OR28786,South,Beauty,8/9/2023,8/10/2023,8/16/2023,Standard,94.0,Delivered,6
OR28787,North,Sports,1/8/2024,1/13/2024,1/16/2024,Express,244.0,Delivered,3
OR28788,North,Grocery,1/29/2024,2/1/2024,2/7/2024,Standard,53.0,Delivered,6
OR28789,North,Grocery,1/24/2023,1/26/2023,2/2/2023,Express,153.0,Delivered,7
OR28790,North,Fashion,11/28/2025,11/28/2025,12/7/2025,Standard,78.0,Delivered,9
OR28791,West,Home,4/2/2024,4/7/2024,4/14/2024,Standard,84.0,Delivered,7
OR28792,West,Beauty,4/4/2022,4/6/2022,4/12/2022,Standard,116.0,Delivered,6
OR28793,Central,Sports,7/11/2022,7/14/2022,7/17/2022,Standard,66.0,Delivered,3
OR28794,West,Beauty,4/27/2025,4/28/2025,5/3/2025,Standard,128.0,Delivered,5
OR28795,South,Grocery,12/17/2024,12/22/2024,12/28/2024,Express,98.0,Delivered,6
OR28796,West,Fashion,10/20/2023,10/21/2023,10/26/2023,Express,150.0,Delivered,5
OR28797,South,Electronics,11/16/2023,11/16/2023,11/22/2023,Standard,76.0,Delayed,6
OR28798,South,Grocery,6/20/2025,6/21/2025,7/1/2025,Standard,105.0,Delivered,10
OR28799,North,Grocery,1/7/2025,1/12/2025,1/15/2025,Standard,73.0,Delivered,3
OR28800,Central,Sports,10/25/2023,10/29/2023,11/8/2023,Express,102.0,Delivered,10
OR28801,North,Home,8/22/2025,8/23/2025,8/30/2025,Express,102.0,Delivered,7
OR28802,North,Grocery,9/2/2023,9/7/2023,9/13/2023,Standard,125.0,Delivered,6
OR28803,West,Grocery,7/27/2025,7/29/2025,8/5/2025,Standard,140.0,Delivered,7
OR28804,West,Sports,1/12/2022,1/13/2022,1/16/2022,Express,89.0,Delivered,3
OR28805,South,Home,8/1/2025,8/6/2025,8/14/2025,Express,164.0,Delivered,8
OR28806,West,Beauty,9/19/2022,9/21/2022,9/24/2022,Standard,74.0,Returned,3
OR28807,West,Electronics,4/21/2022,4/25/2022,4/27/2022,Standard,84.0,Delivered,2
OR28808,East,Beauty,8/21/2023,8/21/2023,8/31/2023,Standard,60.0,Delivered,10
OR28809,South,Electronics,2/2/2024,2/7/2024,2/17/2024,Standard,71.0,Delivered,10
OR28810,South,Electronics,11/25/2025,11/29/2025,12/5/2025,Standard,55.0,Delivered,6
OR28811,East,Electronics,11/9/2022,11/14/2022,11/20/2022,Standard,98.0,Delivered,6
OR28812,South,Home,2/1/2022,2/4/2022,2/10/2022,Standard,66.0,Delivered,6
OR28813,Central,Electronics,3/30/2022,4/1/2022,4/7/2022,Express,115.0,Delivered,6
OR28814,Central,Sports,11/5/2025,11/5/2025,11/13/2025,Same Day,224.0,Delivered,8
OR28815,East,Sports,3/4/2024,3/8/2024,3/12/2024,Standard,62.0,Delivered,4
OR28816,West,Sports,1/1/2024,1/1/2024,1/3/2024,Standard,100.0,Delivered,2
OR28817,Central,Electronics,12/12/2023,12/15/2023,12/22/2023,Standard,76.0,Delivered,7
OR28818,EAST,Sports,7/1/2023,7/4/2023,7/10/2023,Standard,107.0,Delivered,6
OR28819,Central,Sports,9/20/2024,9/24/2024,10/3/2024,Express,196.0,Delivered,9
OR28820,North,Fashion,6/23/2023,6/25/2023,7/5/2023,Standard,120.0,Delayed,10
OR28821,East,Electronics,4/1/2025,4/5/2025,4/7/2025,Express,130.0,Delivered,2
OR28822,South,Sports,1/18/2022,1/19/2022,1/28/2022,Express,177.0,Delivered,9
OR28823,Central,Beauty,12/16/2022,12/19/2022,12/22/2022,Express,188.0,Delivered,3
OR28824,South,Home,6/12/2023,6/12/2023,6/19/2023,Standard,121.0,Delivered,7
OR28825,East,Sports,9/2/2025,9/7/2025,9/16/2025,Standard,124.0,Delayed,9
OR28826,Central,Fashion,1/12/2023,1/12/2023,1/18/2023,Standard,146.0,Delivered,6
OR28827,South,Home,8/18/2022,8/21/2022,8/27/2022,Express,163.0,Delivered,6
OR28828,West,Home,1/17/2023,1/17/2023,1/26/2023,Same Day,387.0,Delivered,9
OR28829,West,Beauty,1/24/2024,1/26/2024,2/3/2024,Standard,130.0,Delivered,8
OR28830,North,Beauty,3/12/2024,3/16/2024,3/23/2024,EXPRESS,190.0,Delivered,7
OR28831, East,Beauty,2/26/2025,3/3/2025,3/8/2025,Standard,139.0,Delayed,5
OR28832,South,Grocery,3/14/2022,3/18/2022,3/27/2022,Standard,134.0,Delivered,9
OR28833,North,Fashion,4/29/2023,4/30/2023,5/3/2023,Standard,74.0,Delivered,3
OR28834,East,Fashion,12/23/2025,12/24/2025,1/1/2026,Standard,100.0,Delivered,8
OR28835,West,Sports,10/2/2023,10/2/2023,10/10/2023,Express,92.0,Delivered,8
OR28836,South,Fashion,8/30/2025,8/30/2025,9/7/2025,Express,234.0,Delivered,8
OR28837,Central,Home,12/22/2023,12/25/2023,1/3/2024,Same Day,255.0,Delivered,9
OR28838,West,Home,6/21/2022,6/26/2022,6/30/2022,Standard,58.0,Delivered,4
OR28839,Central,Sports,10/29/2022,11/3/2022,11/6/2022,Express,148.0,Delayed,3
OR28840,Central,Home,5/24/2024,5/29/2024,6/2/2024,Same Day,312.0,Delayed,4
OR28841,South,Sports,10/17/2024,10/18/2024,10/26/2024,Standard,77.0,Delivered,8
OR28842,South,Beauty,11/6/2025,11/11/2025,11/21/2025,Standard,55.0,Delivered,10
OR28843,Central,Grocery,10/15/2025,10/20/2025,10/29/2025,Standard,87.0,Delivered,9
OR28844,North,Fashion,11/28/2023,11/29/2023,12/4/2023,Standard,148.0,Returned,5
OR28845,Central,Fashion,11/9/2023,11/11/2023,11/15/2023,Express,180.0,Delivered,4
OR28846,Central,Fashion,10/19/2025,10/24/2025,10/26/2025,Standard,143.0,Delivered,2
OR28847,South,Grocery,9/29/2022,10/4/2022,10/14/2022,Standard,114.0,Delivered,10
OR28848,East,Fashion,2/27/2023,3/3/2023,3/9/2023,Standard,140.0,Delivered,6
OR28849,West,Beauty,10/8/2025,10/8/2025,10/14/2025,Standard,145.0,Delivered,6
OR28850,South,Grocery,10/29/2023,11/1/2023,11/10/2023,Standard,148.0,Delivered,9
OR28851,North,Grocery,6/14/2024,6/15/2024,6/17/2024,Express,88.0,Delivered,2
OR28852,West,Sports,5/29/2024,6/1/2024,6/4/2024,Standard,148.0,Delivered,3
OR28853,South,Beauty,12/21/2023,12/22/2023,12/27/2023,Same Day,295.0,Delivered,5
OR28854,South,Electronics,6/25/2023,6/27/2023,7/2/2023,Standard,116.0,Delivered,5
OR28855,East,Electronics,7/24/2024,7/25/2024,7/28/2024,Same Day,310.0,Delivered,3
OR28856,North,Sports,7/1/2024,7/1/2024,7/5/2024,Standard,89.0,Delivered,4
OR28857,North,Sports,10/23/2022,10/28/2022,11/5/2022,Standard,83.0,Delivered,8
OR28858,South,Sports,9/12/2025,9/12/2025,9/22/2025,Standard,137.0,Delivered,10
OR28859,East,Fashion,9/2/2023,9/4/2023,9/6/2023,Standard,91.0,Delivered,2
OR28860,South,Home,4/19/2022,4/23/2022,5/3/2022,Standard,69.0,Delayed,10
OR28861,Central,Sports,8/27/2025,9/1/2025,9/9/2025,Express,149.0,Delayed,8
OR28862,Central,Grocery,9/4/2023,9/7/2023,9/12/2023,Standard,115.0,Delivered,5
OR28863,East,Electronics,3/4/2024,3/9/2024,3/18/2024,Same Day,369.0,Delivered,9
OR28864,South,Fashion,1/26/2022,1/28/2022,1/30/2022,Standard,78.0,Delivered,2
OR28865,East,Beauty,1/30/2023,1/30/2023,2/9/2023,Standard,148.0,Delayed,10
OR28866,South,Home,6/23/2025,6/27/2025,7/2/2025,Same Day,275.0,Delayed,5
OR28867,South,Electronics,7/28/2025,8/2/2025,8/7/2025,Standard,107.0,Delayed,5
OR28868,Central,Electronics,5/17/2024,5/19/2024,5/28/2024,Express,196.0,Delivered,9
OR28869,West,Electronics,6/19/2022,6/21/2022,6/27/2022,Express,122.0,Delivered,6
OR28870,North,Grocery,4/14/2025,4/14/2025,4/20/2025,Standard,140.0,Delivered,6
OR28871,North,Grocery,9/9/2023,9/10/2023,9/14/2023,Standard,72.0,Delivered,4
OR28872,East,Grocery,8/27/2023,8/28/2023,8/31/2023,Standard,81.0,Delayed,3
OR28873,North,Home,7/4/2025,7/8/2025,7/10/2025,Standard,61.0,Delivered,2
OR28874,Central,Electronics,5/14/2022,5/16/2022,5/24/2022,Standard,104.0,Delivered,8
OR28875,West,Sports,11/29/2024,12/4/2024,12/7/2024,Standard,102.0,Delivered,3
OR28876,South,Home,10/19/2022,10/23/2022,10/25/2022,Express,114.0,Delivered,2
OR28877,South,Grocery,9/14/2022,9/16/2022,9/20/2022,Express,128.0,Returned,4
OR28878,Central,Grocery,5/12/2023,5/16/2023,5/20/2023,Express,82.0,Delivered,4
OR28879,North,Grocery,6/11/2023,6/11/2023,6/20/2023,Standard,53.0,Delivered,9
OR28880,South,Beauty,5/1/2025,5/3/2025,5/6/2025,Same Day,337.0,Delivered,3
OR28881,North,Fashion,4/30/2024,5/1/2024,5/11/2024,Express,110.0,Delivered,10
OR28882,Central,Beauty,11/14/2024,11/14/2024,11/22/2024,Express,140.0,Delivered,8
OR28883,South,Electronics,8/13/2023,8/13/2023,8/20/2023,Standard,124.0,Delayed,7
OR28884,East,Sports,12/9/2022,12/13/2022,12/16/2022,Express,141.0,Delayed,3
OR28885,West,Electronics,3/22/2023,3/24/2023,3/29/2023,Express,200.0,Delivered,5
OR28886,North,Home,3/12/2022,3/13/2022,3/19/2022,Same Day,388.0,Delivered,6
OR28887,North,Fashion,9/24/2022,9/29/2022,10/2/2022,Express,201.0,Delayed,3
OR28888,North,Home,12/2/2022,12/3/2022,12/11/2022,Standard,71.0,Delivered,8
OR28889,North,Grocery,8/10/2025,8/12/2025,8/17/2025,Standard,81.0,Delivered,5
OR28890,Central,Grocery,11/17/2025,11/21/2025,12/1/2025,Standard,77.0,Delivered,10
OR28891,Central,Sports,1/4/2022,1/6/2022,1/13/2022,Standard,88.0,Delivered,7
OR28892,Central,Electronics,7/29/2024,8/1/2024,8/11/2024,Standard,136.0,Delayed,10
OR28893,Central,Home,7/22/2023,7/23/2023,7/31/2023,Same Day,327.0,Delivered,8
OR28894,South,Beauty,2/1/2025,2/3/2025,2/9/2025,Standard,61.0,Delayed,6
OR28895,Central,Grocery,3/13/2024,3/14/2024,3/20/2024,Same Day,385.0,Delivered,6
OR28896,South,Sports,5/31/2022,6/3/2022,6/11/2022,Standard,96.0,Delivered,8
OR28897,East,Sports,3/2/2024,3/5/2024,3/15/2024,Standard,71.0,Delayed,10
OR28898,Central,Home,1/9/2023,1/11/2023,1/20/2023,Standard,59.0,Delivered,9
OR28899,East,Electronics,1/4/2022,1/7/2022,1/16/2022,Standard,102.0,Delivered,9
OR28900,Central,Fashion,2/28/2023,3/1/2023,3/3/2023,Same Day,225.0,Delivered,2
OR28901,East,Sports,2/5/2024,2/9/2024,2/17/2024,Standard,,Delivered,8
OR28902,West,Home,1/24/2025,1/24/2025,1/26/2025,Standard,85.0,Returned,2
OR28903,East,Grocery,4/18/2025,4/18/2025,4/26/2025,Express,140.0,Delivered,8
OR28904,South,Fashion,6/7/2025,6/7/2025,6/17/2025,Express,248.0,Delivered,10
OR28905,North,Fashion,10/9/2025,10/14/2025,10/17/2025,Express,220.0,Delivered,3
OR28906,East,Electronics,7/26/2023,7/26/2023,7/30/2023,Express,178.0,Delayed,4
OR28907,North,Home,8/3/2025,8/5/2025,8/11/2025,Express,181.0,Delivered,6
OR28908,West,Electronics,2/20/2023,2/24/2023,2/28/2023,Standard,112.0,Delayed,4
OR28909,West,Sports,11/25/2024,11/28/2024,12/6/2024,Standard,120.0,Delivered,8
OR28910,South,Sports,8/21/2023,8/24/2023,8/29/2023,Standard,71.0,Delivered,5
OR28911,South,Beauty,7/3/2024,7/5/2024,7/9/2024,Standard,100.0,Delivered,4
OR28912,East,Home,12/23/2025,12/27/2025,12/29/2025,Express,246.0,Delivered,2
OR28913,Central,Grocery,7/1/2023,7/5/2023,7/9/2023,Same Day,252.0,Delivered,4
OR28914,West,Beauty,7/22/2024,7/23/2024,7/25/2024,Same Day,366.0,Delivered,2
OR28915,North,Beauty,11/13/2023,11/16/2023,11/19/2023,Standard,117.0,Delivered,3
OR28916,Central,Sports,3/20/2023,3/24/2023,3/27/2023,Standard,91.0,Delivered,3
OR28917,West,Sports,6/11/2023,6/15/2023,6/19/2023,Express,97.0,Delayed,4
OR28918,East,Grocery,12/15/2024,12/18/2024,12/20/2024,Standard,92.0,Delivered,2
OR28919,West,Beauty,1/12/2024,1/17/2024,1/21/2024,Standard,123.0,Delayed,4
OR28920,South,Fashion,8/13/2024,8/14/2024,8/18/2024,Standard,146.0,Delivered,4
OR28921,North,Home,9/18/2024,9/21/2024,9/23/2024,Standard,73.0,Delivered,2
OR28922,North,Fashion,1/10/2024,1/14/2024,1/19/2024,Standard,99.0,Delivered,5
OR28923,South,Electronics,10/12/2025,10/15/2025,10/23/2025,Express,$ 211.00,Delivered,8
OR28924,Central,Grocery,6/20/2025,6/24/2025,7/3/2025,Express,220.0,Delivered,9
OR28925,South,Home,1/23/2022,1/27/2022,1/31/2022,Standard,146.0,Delivered,4
OR28926,North,Grocery,6/12/2025,6/12/2025,6/17/2025,Standard,81.0,Delayed,5
OR28927,East,Grocery,11/23/2022,11/28/2022,12/8/2022,Standard,58.0,Returned,10
OR28928,Central,Fashion,3/19/2025,3/24/2025,4/1/2025,Same Day,297.0,Returned,8
OR28929,West,Fashion,4/5/2025,4/7/2025,4/16/2025,Standard,112.0,Delivered,9
OR28930,East,Electronics,1/20/2025,1/20/2025,1/27/2025,Standard,104.0,Delayed,7
OR28931,Central,Home,12/31/2022,1/2/2023,1/6/2023,Express,161.0,Delayed,4
OR28932,North,Grocery,2/7/2022,2/7/2022,2/16/2022,Standard,133.0,Delayed,9
OR28933,North,Beauty,2/24/2023,2/27/2023,3/5/2023,Standard,113.0,Delayed,6
