,Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
21278,OR31278,Central,Home,2025-02-08,2025-02-08,2025-02-10,Standard,90.0,Delivered,2
21279,OR31279,West,Beauty,2024-06-27,2024-06-30,2024-07-08,Standard,99.0,Delivered,8
21280,OR31280,Central,Fashion,2023-11-08,2023-11-11,2023-11-14,Express,103.0,Delivered,3
21281,OR31281,South,Grocery,2023-02-03,2023-02-08,2023-02-17,Express,199.0,Delayed,9
21282,OR31282,East,Beauty,2025-08-24,2025-08-25,2025-08-30,Standard,73.0,Delivered,5
21283,OR31283,West,Fashion,2025-09-26,2025-09-27,2025-10-01,Same Day,339.0,Delivered,4
21284,OR31284,North,Sports,2024-09-25,2024-09-25,2024-10-02,Express,113.0,Delayed,7
21285,OR31285,North,Electronics,2025-05-14,2025-05-18,2025-05-25,Express,104.0,Delivered,7
21286,OR31286,East,Grocery,2022-10-27,2022-10-31,2022-11-08,Same Day,339.0,Delivered,8
21287,OR31287,Central,Grocery,2024-10-26,2024-10-30,2024-11-07,Standard,134.0,Returned,8
21288,OR31288,Central,Fashion,2024-11-12,2024-11-12,2024-11-20,Express,103.0,Delivered,8
21289,OR31289,West,Electronics,2025-11-07,2025-11-10,2025-11-13,Standard,133.0,Delivered,3
21290,OR31290,West,Fashion,2022-06-22,2022-06-26,2022-06-28,Standard,124.0,Delivered,2
21291,OR31291,Central,Fashion,2024-11-08,2024-11-12,2024-11-22,Standard,147.0,Delivered,10
21292,OR31292,West,Electronics,2024-12-21,2024-12-24,2025-01-02,Express,97.0,Delivered,9
21293,OR31293,Central,Sports,2022-12-17,2022-12-22,2022-12-26,Express,122.0,Delivered,4
21294,OR31294,East,Home,2025-09-05,2025-09-06,2025-09-09,Express,232.0,Delivered,3
21295,OR31295,West,Beauty,2022-01-19,2022-01-21,2022-01-24,Standard,61.0,Delivered,3
21296,OR31296,Central,Home,2025-05-15,2025-05-17,2025-05-19,Standard,89.0,Delivered,2
21297,OR31297,West,Sports,2024-10-15,2024-10-18,2024-10-20,Standard,146.0,Delivered,2
21298,OR31298,North,Electronics,2023-08-21,2023-08-22,2023-08-26,Express,194.0,Delayed,4
21299,OR31299,North,Grocery,2024-02-03,2024-02-08,2024-02-18,Standard,110.0,Delivered,10
21300,OR31300,South,Electronics,2025-04-12,2025-04-15,2025-04-24,Express,167.0,Delayed,9
21301,OR31301,Central,Beauty,2024-10-25,2024-10-25,2024-10-28,Standard,86.0,Delivered,3
21302,OR31302,South,Fashion,2025-10-30,2025-11-03,2025-11-08,Standard,87.0,Delayed,5
21303,OR31303,Central,Beauty,2022-06-18,2022-06-20,2022-06-27,Standard,82.0,Delivered,7
21304,OR31304,West,Electronics,2023-01-08,2023-01-09,2023-01-15,Standard,61.0,Returned,6
21305,OR31305,Central,Home,2025-05-18,2025-05-22,2025-05-30,Standard,57.0,Delivered,8
21306,OR31306,North,Grocery,2024-09-21,2024-09-24,2024-09-29,Express,222.0,Delivered,5
21307,OR31307,West,Beauty,2023-04-15,2023-04-15,2023-04-19,Same Day,328.0,Delivered,4
21308,OR31308,North,Sports,2025-09-01,2025-09-03,2025-09-05,Standard,94.0,Delivered,2
21309,OR31309,West,Electronics,2023-10-21,2023-10-24,2023-10-31,Express,157.0,Delivered,7
21310,OR31310,Central,Grocery,2024-10-01,2024-10-02,2024-10-11,Standard,94.0,Delayed,9
21311,OR31311,Central,Beauty,2025-10-02,2025-10-05,2025-10-13,Standard,105.0,Delivered,8
21312,OR31312,North,Grocery,2025-07-08,2025-07-08,2025-07-10,Same Day,257.0,Delivered,2
21313,OR31313,East,Home,2022-05-05,2022-05-05,2022-05-08,Express,172.0,Delivered,3
21314,OR31314,Central,Fashion,2025-07-13,2025-07-13,2025-07-20,Standard,56.0,Delivered,7
21315,OR31315,East,Grocery,2023-07-09,2023-07-09,2023-07-14,Same Day,330.0,Delivered,5
21316,OR31316,West,Grocery,2024-06-21,2024-06-24,,Express,140.0,Delivered,2
21317,OR31317,East,Electronics,2025-11-19,2025-11-23,2025-12-01,Standard,69.0,Delivered,8
21318,OR31318,North,Sports,2025-05-16,2025-05-18,2025-05-24,Standard,93.0,Delivered,6
21319,OR31319,South,Electronics,2025-06-18,2025-06-20,2025-06-30,Express,130.0,Delivered,10
21320,OR31320,South,Home,2023-04-24,2023-04-29,2023-05-03,Standard,103.0,Delivered,4
21321,OR31321,North,Grocery,2024-01-24,2024-01-28,2024-02-04,Standard,92.0,Delivered,7
21322,OR31322,South,Fashion,2025-09-23,2025-09-24,2025-09-28,Standard,148.0,Delivered,4
21323,OR31323,North,Grocery,2025-05-28,2025-05-29,2025-06-08,Standard,94.0,Delivered,10
21324,OR31324,Central,Fashion,2022-10-25,2022-10-26,2022-11-02,Express,223.0,Delivered,7
21325,OR31325,East,Fashion,2022-01-27,2022-01-31,2022-02-02,Express,214.0,Delivered,2
21326,OR31326,South,Beauty,2025-11-12,2025-11-15,2025-11-25,Standard,119.0,Delivered,10
21327,OR31327,Central,Beauty,2022-04-26,2022-04-28,2022-05-07,Standard,131.0,Delivered,9
21328,OR31328,South,Fashion,2023-02-05,2023-02-08,2023-02-16,Same Day,229.0,Delivered,8
21329,OR31329,West,Sports,2023-03-26,2023-03-28,2023-04-07,Standard,59.0,Delivered,10
21330,OR31330,North,Electronics,2022-10-13,2022-10-15,2022-10-18,Same Day,266.0,Delivered,3
21331,OR31331,North,Beauty,2023-12-16,2023-12-17,2023-12-21,Standard,113.0,Delivered,4
21332,OR31332,Central,Home,2025-03-30,2025-03-30,2025-04-04,Express,229.0,Delivered,5
21333,OR31333,West,Beauty,2023-07-19,2023-07-24,2023-07-29,Express,220.0,Delivered,5
21334,OR31334,East,Sports,2025-05-31,2025-06-01,2025-06-04,Standard,123.0,Delivered,3
21335,OR31335,West,Sports,2024-03-26,2024-03-26,2024-04-01,Standard,60.0,Delivered,6
21336,OR31336,West,Fashion,2022-05-29,2022-05-31,2022-06-06,Standard,64.0,Delivered,6
21337,OR31337,East,Sports,2024-03-15,2024-03-20,2024-03-23,Express,177.0,Delivered,3
21338,OR31338,East,Home,2024-09-12,2024-09-15,2024-09-25,Standard,113.0,Delivered,10
21339,OR31339,West,Home,2025-07-10,2025-07-10,2025-07-12,Same Day,337.0,Delivered,2
21340,OR31340,South,Grocery,2025-04-07,2025-04-10,2025-04-14,Standard,123.0,Delivered,4
21341,OR31341,South,Sports,2024-04-20,2024-04-23,2024-04-30,Express,210.0,Delivered,7
21342,OR31342,West,Beauty,2022-12-12,2022-12-15,2022-12-18,Same Day,306.0,Delivered,3
21343,OR31343,South,Grocery,2022-08-29,2022-08-31,2022-09-03,Standard,64.0,Delivered,3
21344,OR31344,East,Beauty,2024-04-18,2024-04-23,2024-04-30,Standard,83.0,Delayed,7
21345,OR31345,East,Home,2025-11-03,2025-11-06,2025-11-11,Express,151.0,Returned,5
21346,OR31346,South,Sports,2023-06-24,2023-06-27,2023-06-30,Express,143.0,Delivered,3
21347,OR31347,East,Fashion,2022-08-17,2022-08-22,2022-08-27,Express,130.0,Delivered,5
21348,OR31348,North,Fashion,2025-07-05,2025-07-08,2025-07-14,Express,200.0,Returned,6
21349,OR31349,East,Sports,2023-03-18,2023-03-23,2023-03-26,Standard,115.0,Delivered,3
21350,OR31350,West,Beauty,2023-12-28,2023-12-30,2024-01-07,Standard,64.0,Delivered,8
21351,OR31351,Central,Grocery,2025-04-10,2025-04-12,2025-04-18,Standard,145.0,Delivered,6
21352,OR31352,South,Grocery,2023-02-24,2023-02-27,2023-03-07,Standard,86.0,Delivered,8
21353,OR31353,South,Fashion,2022-06-19,2022-06-19,2022-06-21,Standard,125.0,Delivered,2
21354,OR31354,East,Grocery,2024-08-23,2024-08-23,2024-09-01,Same Day,311.0,Delivered,9
21355,OR31355,East,Fashion,2023-03-23,2023-03-25,2023-04-03,Express,97.0,Delivered,9
21356,OR31356,Central,Electronics,2022-09-28,2022-09-28,2022-09-30,Express,156.0,Delivered,2
21357,OR31357,Central,Fashion,2024-06-06,2024-06-09,2024-06-18,Standard,75.0,Delivered,9
21358,OR31358,West,Electronics,2023-12-20,2023-12-21,2023-12-29,Standard,142.0,Delivered,8
21359,OR31359,North,Sports,2022-04-01,2022-04-05,2022-04-08,Standard,93.0,Delivered,3
21360,OR31360,West,Electronics,2025-07-05,2025-07-08,2025-07-13,Standard,102.0,Delivered,5
21361,OR31361,South,Home,2025-03-05,2025-03-10,2025-03-13,Express,127.0,Delivered,3
21362,OR31362,East,Beauty,2023-02-26,2023-03-02,2023-03-05,Same Day,309.0,Delayed,3
21363,OR31363,West,Grocery,2022-09-24,2022-09-25,2022-09-29,Standard,52.0,Delayed,4
21364,OR31364,East,Electronics,2025-11-30,2025-12-03,2025-12-11,Standard,136.0,Delivered,8
21365,OR31365,East,Home,2022-02-09,2022-02-13,2022-02-23,Standard,118.0,Delivered,10
21366,OR31366,West,Home,2025-08-25,2025-08-28,2025-08-31,Standard,70.0,Delivered,3
21367,OR31367,West,Grocery,2024-04-06,2024-04-10,2024-04-18,Standard,51.0,Returned,8
21368,OR31368,Central,Fashion,2023-10-23,2023-10-24,2023-10-29,Standard,65.0,Delayed,5
21369,OR31369,North,Home,2023-09-07,2023-09-07,2023-09-16,Standard,149.0,Delivered,9
21370,OR31370,Central,Beauty,2024-11-08,2024-11-12,2024-11-20,Express,83.0,Delivered,8
21371,OR31371,North,Electronics,2023-10-16,2023-10-18,2023-10-23,Standard,116.0,Delivered,5
21372,OR31372,West,Grocery,2024-01-26,2024-01-30,2024-02-06,Standard,134.0,Delivered,7
21373,OR31373,North,Electronics,2024-10-06,2024-10-06,2024-10-10,Standard,90.0,Returned,4
21374,OR31374,South,Fashion,2025-11-16,2025-11-21,2025-11-23,Express,244.0,Delivered,2
21375,OR31375,Central,Grocery,2022-02-15,2022-02-15,2022-02-18,Standard,77.0,Delivered,3
21376,OR31376,Central,Home,2023-11-03,2023-11-08,2023-11-17,Same Day,308.0,Delivered,9
21377,OR31377,Central,Electronics,2023-02-27,2023-03-03,2023-03-07,Standard,96.0,Delivered,4
21378,OR31378,East,Beauty,2023-07-24,2023-07-25,2023-08-01,Standard,129.0,Delivered,7
21379,OR31379,East,Electronics,2025-11-07,2025-11-09,2025-11-19,Express,177.0,Delivered,10
21380,OR31380,West,Beauty,2022-03-09,2022-03-10,2022-03-19,Express,204.0,Returned,9
21381,OR31381,West,Home,2023-04-04,2023-04-04,2023-04-12,Standard,60.0,Returned,8
21382,OR31382,East,Home,2022-07-13,2022-07-14,2022-07-23,Standard,62.0,Delivered,9
21383,OR31383,Central,Fashion,2025-05-14,2025-05-17,2025-05-19,Same Day,348.0,Delivered,2
21384,OR31384,East,Fashion,2024-06-21,2024-06-26,2024-07-06,Express,142.0,Delivered,10
21385,OR31385,North,Home,2023-07-17,2023-07-18,2023-07-22,Express,208.0,Delivered,4
21386,OR31386,Central,Grocery,2022-04-19,2022-04-23,2022-04-27,Express,198.0,Delivered,4
21387,OR31387,East,Home,2024-09-23,2024-09-26,2024-10-04,Same Day,300.0,Delivered,8
21388,OR31388,West,Home,2022-01-22,2022-01-26,2022-02-02,Standard,85.0,Delivered,7
21389,OR31389,East,Sports,2024-01-09,2024-01-09,2024-01-17,Standard,138.0,Delayed,8
21390,OR31390,South,Grocery,2022-05-08,2022-05-13,2022-05-18,Standard,115.0,Delivered,5
21391,OR31391,East,Grocery,2025-05-26,2025-05-27,2025-05-30,Standard,100.0,Delivered,3
21392,OR31392,Central,Beauty,2024-01-20,2024-01-21,2024-01-24,Standard,129.0,Delayed,3
21393,OR31393,East,Fashion,2025-10-19,2025-10-22,2025-10-31,Same Day,258.0,Delivered,9
21394,OR31394,West,Fashion,2025-08-13,2025-08-16,2025-08-23,Express,194.0,Delivered,7
21395,OR31395,North,Fashion,2025-11-22,2025-11-24,2025-11-28,Standard,137.0,Returned,4
21396,OR31396,South,Electronics,2025-03-07,2025-03-08,2025-03-14,Standard,136.0,Delivered,6
21397,OR31397,Central,Grocery,2024-09-11,2024-09-13,2024-09-18,Express,109.0,Delivered,5
21398,OR31398,West,Sports,2024-11-11,2024-11-12,2024-11-21,Express,171.0,Delayed,9
21399,OR31399,South,Fashion,2025-01-29,2025-02-03,2025-02-10,Standard,93.0,Delivered,7
21400,OR31400,East,Fashion,2022-07-26,2022-07-30,2022-08-09,Express,96.0,Delayed,10
21401,OR31401,South,Fashion,2025-02-11,2025-02-11,2025-02-18,Standard,119.0,Delayed,7
21402,OR31402,North,Fashion,2022-10-31,2022-11-03,2022-11-07,Standard,147.0,Delayed,4
21403,OR31403,South,Fashion,2024-04-17,2024-04-20,2024-04-26,Standard,56.0,Delivered,6
21404,OR31404,South,Electronics,2025-10-28,2025-10-28,2025-11-02,Standard,50.0,Delivered,5
21405,OR31405,East,Sports,2023-10-21,2023-10-23,2023-11-01,Standard,94.0,Delayed,9
21406,OR31406,East,Grocery,2025-05-28,2025-05-29,2025-06-01,Standard,99.0,Delivered,3
21407,OR31407,Central,Sports,2025-10-02,2025-10-05,2025-10-09,Express,157.0,Delivered,4
21408,OR31408,East,Home,2024-07-26,2024-07-27,2024-07-30,Standard,79.0,Delivered,3
21409,OR31409,South,Beauty,2024-08-01,2024-08-02,2024-08-04,Standard,111.0,Delivered,2
21410,OR31410,North,Grocery,2023-04-10,2023-04-12,2023-04-21,Express,129.0,Delivered,9
21411,OR31411,East,Fashion,2025-12-03,2025-12-05,2025-12-11,Standard,98.0,Delivered,6
21412,OR31412,Central,Home,2022-09-17,2022-09-18,2022-09-22,Standard,124.0,Returned,4
21413,OR31413,Central,Beauty,2025-03-06,2025-03-07,2025-03-12,Same Day,298.0,Delivered,5
21414,OR31414,South,Home,2022-05-29,2022-05-29,2022-06-03,Same Day,264.0,Delivered,5
21415,OR31415,East,Home,2024-01-11,2024-01-15,2024-01-24,Express,168.0,Delivered,9
21416,OR31416,East,Home,2025-10-11,2025-10-13,2025-10-17,Same Day,361.0,Delivered,4
21417,OR31417,Central,Fashion,2022-11-20,2022-11-21,2022-11-25,Standard,82.0,Delivered,4
21418,OR31418,East,Beauty,2025-06-17,2025-06-20,2025-06-30,Standard,66.0,Delivered,10
21419,OR31419,South,Home,2025-04-10,2025-04-11,2025-04-14,Express,231.0,Delivered,3
21420,OR31420,North,Sports,2022-02-24,2022-02-27,2022-03-02,Express,173.0,Delivered,3
21421,OR31421,South,Fashion,2025-11-14,2025-11-16,2025-11-21,Express,144.0,Delivered,5
21422,OR31422,East,Home,2024-08-15,2024-08-18,2024-08-20,Standard,129.0,Returned,2
21423,OR31423,South,Home,2023-01-18,2023-01-22,2023-01-29,Standard,76.0,Delivered,7
21424,OR31424,West,Sports,2025-12-29,2026-01-02,2026-01-10,Express,149.0,Delivered,8
21425,OR31425,West,Beauty,2023-09-06,2023-09-06,2023-09-11,Express,178.0,Delivered,5
21426,OR31426,East,Electronics,2022-11-30,2022-12-01,2022-12-11,Same Day,263.0,Delivered,10
21427,OR31427,East,Electronics,2025-09-14,2025-09-19,2025-09-23,Express,220.0,Delivered,4
21428,OR31428,North,Sports,2022-04-09,2022-04-13,2022-04-15,Same Day,266.0,Delivered,2
21429,OR31429,South,Beauty,2022-05-03,2022-05-06,2022-05-15,Express,165.0,Delivered,9
21430,OR31430,North,Electronics,2023-09-23,2023-09-26,2023-10-05,Standard,74.0,Delivered,9
21431,OR31431,East,Grocery,2022-03-16,2022-03-18,2022-03-28,Express,214.0,Delivered,10
21432,OR31432,East,Beauty,2025-05-21,2025-05-22,2025-05-31,Standard,112.0,Delivered,9
21433,OR31433,Central,Grocery,2022-05-08,2022-05-08,2022-05-18,Express,90.0,Delivered,10
21434,OR31434,North,Beauty,2022-10-22,2022-10-23,2022-11-02,Standard,102.0,Delivered,10
21435,OR31435,East,Grocery,2023-06-07,2023-06-07,2023-06-12,Same Day,261.0,Delivered,5
21436,OR31436,West,Electronics,2025-05-18,2025-05-20,2025-05-30,Standard,127.0,Delivered,10
21437,OR31437,Central,Grocery,2023-06-14,2023-06-15,2023-06-23,Standard,108.0,Delivered,8
21438,OR31438,South,Grocery,2022-02-27,2022-03-02,2022-03-08,Standard,94.0,Delivered,6
21439,OR31439,Central,Electronics,2022-05-31,2022-06-04,2022-06-07,Standard,146.0,Delivered,3
21440,OR31440,South,Sports,2023-04-18,2023-04-21,2023-04-23,Standard,53.0,Delivered,2
21441,OR31441,West,Beauty,2025-06-16,2025-06-16,2025-06-21,Express,162.0,Returned,5
21442,OR31442,South,Fashion,2025-09-24,2025-09-28,2025-10-08,Standard,77.0,Delivered,10
21443,OR31443,North,Grocery,2022-01-27,2022-01-30,2022-02-08,Same Day,250.0,Delivered,9
21444,OR31444,South,Beauty,2023-04-09,2023-04-14,2023-04-21,Express,154.0,Delivered,7
21445,OR31445,South,Electronics,2025-02-03,2025-02-07,2025-02-14,Standard,117.0,Delivered,7
21446,OR31446,Central,Fashion,2023-03-15,2023-03-15,2023-03-22,Express,220.0,Delivered,7
21447,OR31447,West,Fashion,2022-03-16,2022-03-20,2022-03-29,Standard,113.0,Delivered,9
21448,OR31448,South,Beauty,2023-01-15,2023-01-18,2023-01-21,Standard,105.0,Delayed,3
21449,OR31449,North,Home,2023-03-29,2023-04-03,2023-04-05,Express,201.0,Delivered,2
21450,OR31450,Central,Fashion,2024-03-06,2024-03-06,2024-03-15,Express,224.0,Delivered,9
21451,OR31451,West,Grocery,2022-07-07,2022-07-07,2022-07-13,Standard,109.0,Delivered,6
21452,OR31452,West,Sports,2024-11-10,2024-11-12,2024-11-17,Express,246.0,Delivered,5
21453,OR31453,East,Beauty,2025-04-06,2025-04-07,2025-04-15,Standard,87.0,Delivered,8
21454,OR31454,North,Grocery,2025-09-01,2025-09-06,2025-09-08,Standard,116.0,Delivered,2
21455,OR31455,Central,Home,2023-08-31,2023-08-31,2023-09-02,Express,174.0,Delivered,2
21456,OR31456,Central,Fashion,2025-01-04,2025-01-08,2025-01-15,Standard,120.0,Delivered,7
21457,OR31457,North,Beauty,2023-11-09,2023-11-12,2023-11-15,Standard,140.0,Delivered,3
21458,OR31458,West,Home,2024-02-18,2024-02-19,2024-02-28,Same Day,347.0,Delivered,9
21459,OR31459,South,Grocery,2022-08-14,2022-08-17,2022-08-25,Express,239.0,Delivered,8
21460,OR31460,North,Grocery,2023-09-02,2023-09-03,2023-09-08,Standard,84.0,Delivered,5
21461,OR31461,Central,Grocery,2022-09-12,2022-09-13,2022-09-20,Standard,135.0,Delivered,7
21462,OR31462,North,Sports,2023-05-27,2023-05-29,2023-06-02,Standard,59.0,Delivered,4
21463,OR31463,West,Grocery,2022-10-03,2022-10-04,2022-10-11,Standard,117.0,Delivered,7
21464,OR31464,East,Grocery,2022-07-05,2022-07-06,2022-07-15,Same Day,378.0,Delivered,9
21465,OR31465,East,Fashion,2023-02-23,2023-02-23,2023-02-28,Standard,93.0,Delivered,5
21466,OR31466,South,Beauty,2025-12-17,2025-12-18,2025-12-28,Standard,129.0,Delivered,10
21467,OR31467,South,Beauty,2023-10-30,2023-10-31,2023-11-06,Standard,94.0,Delivered,6
21468,OR31468,West,Beauty,2025-02-05,2025-02-07,2025-02-17,Express,223.0,Delivered,10
21469,OR31469,South,Sports,2023-06-15,2023-06-20,2023-06-25,Standard,101.0,Delivered,5
21470,OR31470,East,Beauty,2025-12-28,2026-01-01,2026-01-05,Standard,56.0,Delivered,4
21471,OR31471,West,Fashion,2023-10-06,2023-10-11,2023-10-15,Standard,84.0,Delivered,4
21472,OR31472,West,Home,2023-12-20,2023-12-22,2023-12-27,Express,244.0,Delivered,5
21473,OR31473,West,Electronics,2024-11-26,2024-11-26,2024-12-03,Express,232.0,Delivered,7
21474,OR31474,North,Beauty,2022-04-10,2022-04-11,2022-04-16,Same Day,375.0,Delivered,5
21475,OR31475,South,Fashion,2024-09-12,2024-09-15,2024-09-25,Standard,115.0,Delayed,10
21476,OR31476,Central,Beauty,2023-03-09,2023-03-13,2023-03-23,Standard,96.0,Delayed,10
21477,OR31477,East,Sports,2025-06-10,2025-06-12,2025-06-22,Express,110.0,Delivered,10
21478,OR31478,South,Fashion,2023-08-13,2023-08-13,2023-08-21,Standard,52.0,Delivered,8
21479,OR31479,East,Electronics,2025-02-08,2025-02-13,2025-02-19,Same Day,370.0,Delivered,6
21480,OR31480,South,Fashion,2023-12-29,2024-01-02,2024-01-05,Standard,96.0,Delayed,3
21481,OR31481,Central,Beauty,2023-05-08,2023-05-08,2023-05-16,Standard,78.0,Delivered,8
21482,OR31482,East,Beauty,2022-11-09,2022-11-12,2022-11-20,Standard,144.0,Delayed,8
21483,OR31483,Central,Electronics,2022-11-11,2022-11-15,2022-11-18,Express,185.0,Delivered,3
21484,OR31484,East,Sports,2024-06-17,2024-06-17,2024-06-25,Standard,51.0,Delivered,8
21485,OR31485,North,Fashion,2025-06-26,2025-06-28,2025-07-06,Express,119.0,Delivered,8
21486,OR31486,North,Sports,2022-07-20,2022-07-24,2022-07-27,Express,221.0,Delivered,3
21487,OR31487,East,Sports,2023-03-16,2023-03-19,2023-03-25,Standard,126.0,Delivered,6
21488,OR31488,East,Home,2024-11-12,2024-11-14,2024-11-16,Express,113.0,Delivered,2
21489,OR31489,Central,Home,2022-06-27,2022-06-28,2022-07-07,Express,183.0,Delivered,9
21490,OR31490,West,Fashion,2022-11-10,2022-11-11,2022-11-21,Standard,106.0,Delayed,10
21491,OR31491,East,Fashion,2024-11-14,2024-11-18,2024-11-21,Standard,126.0,Delivered,3
21492,OR31492,South,Beauty,2022-10-13,2022-10-13,2022-10-23,Express,143.0,Delayed,10
21493,OR31493,South,Beauty,2024-09-03,2024-09-04,2024-09-06,Standard,78.0,Delivered,2
21494,OR31494,South,Sports,2024-04-20,2024-04-21,2024-05-01,Standard,120.0,Delivered,10
21495,OR31495,North,Home,2022-05-19,2022-05-21,2022-05-28,Same Day,268.0,Delivered,7
21496,OR31496,Central,Fashion,2023-04-22,2023-04-23,2023-05-03,Standard,74.0,Delayed,10
21497,OR31497,North,Fashion,2024-11-27,2024-11-27,2024-12-06,Express,81.0,Delivered,9
21498,OR31498,South,Fashion,2023-01-14,2023-01-16,2023-01-22,Standard,131.0,Delivered,6
21499,OR31499,East,Home,2024-02-28,2024-03-02,2024-03-07,Standard,123.0,Returned,5
21500,OR31500,South,Fashion,2022-02-16,2022-02-17,2022-02-27,Standard,73.0,Delayed,10
21501,OR31501,East,Sports,2025-11-12,2025-11-12,2025-11-20,Same Day,377.0,Delivered,8
21502,OR31502,Central,Fashion,2025-12-14,2025-12-14,2025-12-17,Express,128.0,Delivered,3
21503,OR31503,West,Grocery,2022-04-25,2022-04-29,2022-05-07,Express,172.0,Delivered,8
21504,OR31504,East,Beauty,2022-08-16,2022-08-21,2022-08-28,Standard,68.0,Delivered,7
21505,OR31505,North,Electronics,2023-07-21,2023-07-24,2023-07-27,Standard,129.0,Delivered,3
21506,OR31506,South,Sports,2023-04-18,2023-04-21,2023-04-29,Standard,117.0,Delivered,8
21507,OR31507,South,Fashion,2025-10-03,2025-10-03,2025-10-10,Standard,125.0,Delayed,7
21508,OR31508,South,Grocery,2023-05-21,2023-05-24,2023-05-27,Standard,138.0,Delivered,3
21509,OR31509,East,Home,2025-11-30,2025-12-05,2025-12-14,Standard,54.0,Returned,9
21510,OR31510,Central,Sports,2024-11-04,2024-11-09,2024-11-13,Express,83.0,Delivered,4
21511,OR31511,East,Sports,2022-01-21,2022-01-25,2022-01-28,Standard,57.0,Delivered,3
21512,OR31512,North,Fashion,2023-06-17,2023-06-22,2023-06-24,Standard,82.0,Delivered,2
21513,OR31513,South,Home,2023-06-08,2023-06-12,2023-06-19,Express,187.0,Delayed,7
21514,OR31514,East,Fashion,2025-04-20,2025-04-23,2025-05-02,Express,188.0,Delivered,9
21515,OR31515,South,Grocery,2023-11-28,2023-12-02,2023-12-08,Standard,71.0,Delayed,6
21516,OR31516,North,Electronics,2023-06-10,2023-06-15,2023-06-18,Express,172.0,Delivered,3
21517,OR31517,West,Beauty,2025-03-17,2025-03-20,2025-03-22,Same Day,268.0,Delivered,2
21518,OR31518,West,Beauty,2022-04-29,2022-05-04,2022-05-14,Same Day,207.0,Delivered,10
21519,OR31519,West,Home,2023-09-03,2023-09-06,2023-09-09,Express,119.0,Delivered,3
21520,OR31520,South,Electronics,2024-07-08,2024-07-10,2024-07-19,Standard,105.0,Delivered,9
